    1       0   a1  
    2       0   a1  
    3       0   a1  
    4       2   b1  
    5       3   b2  
    6       0   a1  
    7       0   a1  
    8       0   a1  
    9       2   b1  
   10       3   b2  
   11       0   a1  
   12       2   b1  
   13       0   a1  
   14       2   b1  
