    1       0   ag  
    2       0   ag  
    3       0   ag  
    4       3   b1u 
    5       3   b1u 
    6       5   b2u 
    7       7   b3u 
    8       0   ag  
    9       0   ag  
   10       0   ag  
   11       3   b1u 
   12       3   b1u 
   13       5   b2u 
   14       7   b3u 
   15       3   b1u 
   16       4   b2g 
   17       6   b3g 
   18       3   b1u 
   19       4   b2g 
   20       6   b3g 
