    1       -20.23460137
    2        -1.25187433
    3        -0.43593714
    4        -0.61710270
    5        -0.38502455
    6       -20.23460137
    7        -1.25187433
    8        -0.43593714
    9        -0.61710270
   10        -0.38502455
   11         0.57509120
   12         0.73920462
   13         0.57509120
   14         0.73920462
